"","cell_index","PointNum","pos_x","pos_y","cell_Area","k10_mesmer","k15_mesmer","mesmer_full"
"30078",30078,"A4",443.444444444444,457.538461538462,234,"B","B","CD4"
"30079",30079,"A4",469.656565656566,457.843434343434,396,"Endothelial","Endothelial","Endothelial"
"30080",30080,"A4",634.928217821782,457.861386138614,404,"B","B","B"
"30081",30081,"A4",999.703937007874,457.735433070866,635,"B","B","CD4"
"30082",30082,"A4",1918.75961538462,456.227564102564,312,"B","B","CD4"
"30083",30083,"A4",710.284782608696,458.126086956522,460,"B","B","B"
"30084",30084,"A4",923.566371681416,458.756637168142,226,"B","B","B"
"30085",30085,"A4",1144.09302325581,459.581395348837,86,"Unresolvable","Unresolvable","DC"
"30086",30086,"A4",1815.34493670886,458.537974683544,316,"B","B","CD4"
"30087",30087,"A4",1999.27411167513,457.58883248731,197,"B","B","B"
"30088",30088,"A4",203.723076923077,460.110769230769,325,"B","B","B"
"30089",30089,"A4",1110.59310344828,459.806896551724,290,"B","B","Lymphatic"
"30090",30090,"A4",1431.18421052632,459.230263157895,152,"B","B","B"
"30091",30091,"A4",1489.15223097113,459.887139107612,381,"B","B","CD4"
"30092",30092,"A4",1844.2337164751,459.747126436782,522,"B","B","CD4"
"30093",30093,"A4",1942.97260273973,459.835616438356,73,"B","B","CD4"
"30094",30094,"A4",1956.15,459.58,100,"B","B","CD4"
"30095",30095,"A4",1980.10933333333,459.056,375,"B","B","B"
"30096",30096,"A4",65.6976744186046,461.172093023256,430,"Unresolvable","Unresolvable","M1"
"30097",30097,"A4",848.631578947368,461.842105263158,57,"B","B","B"
"30098",30098,"A4",1462.49206349206,457.875,504,"B","B","B"
"30099",30099,"A4",1621.6512195122,461.395121951219,410,"B","B","B"
"30100",30100,"A4",1796.67307692308,460.551282051282,312,"B","B","B"
"30101",30101,"A4",1902.90234375,462.1328125,256,"T","CD4","Treg"
"30102",30102,"A4",34.6436464088398,461.85635359116,362,"Lymphatic","Lymphatic","Lymphatic"
"30103",30103,"A4",259.629032258065,463.629032258065,496,"B","B","B"
"30104",30104,"A4",1286.75135135135,461.259459459459,185,"B","B","B"
"30105",30105,"A4",183.8975,462.755,400,"B","B","CD4"
"30106",30106,"A4",404.094117647059,462.694117647059,85,"B","B","CD4"
"30107",30107,"A4",524.340540540541,463.836036036036,555,"B","B","CD4"
"30108",30108,"A4",572.712280701754,462.778947368421,285,"B","B","B"
"30109",30109,"A4",652.80303030303,463.075757575758,132,"B","B","B"
"30110",30110,"A4",747.116402116402,461.708994708995,189,"B","B","B"
"30111",30111,"A4",1377.08754208754,463.792929292929,594,"B","B","B"
"30112",30112,"A4",373.327044025157,463.842767295597,159,"T","CD4","CD4"
"30113",30113,"A4",671.154618473896,463.469879518072,498,"B","B","B"
"30114",30114,"A4",1076.94366197183,464.230046948357,213,"B","B","Lymphatic"
"30115",30115,"A4",1508.18731117825,463.652567975831,331,"T","CD4","CD4"
"30116",30116,"A4",1703.00414937759,463.709543568465,241,"B","B","Lymphatic"
"30117",30117,"A4",7.80645161290323,465.129032258065,279,"Lymphatic","Lymphatic","Lymphatic"
"30118",30118,"A4",78.5625,464.680555555556,144,"B","B","B"
"30119",30119,"A4",226.747346072187,464.019108280255,471,"B","B","DC"
"30120",30120,"A4",506.355555555556,464.333333333333,45,"B","B","CD4"
"30121",30121,"A4",763.923469387755,464.721088435374,588,"B","B","B"
"30122",30122,"A4",819.622641509434,464.37106918239,477,"B","B","B"
"30123",30123,"A4",974.907407407407,465.458847736626,486,"B","B","CD4"
"30124",30124,"A4",1038.01098901099,464.851648351648,364,"B","B","Lymphatic"
"30125",30125,"A4",1230.17299578059,464.907172995781,237,"B","B","CD4"
"30126",30126,"A4",1302.94226327945,464.845265588915,433,"B","B","B"
"30127",30127,"A4",332.997844827586,464.191810344828,464,"T","CD4","CD4"
"30128",30128,"A4",356.624535315985,465.650557620818,269,"T","CD4","CD4"
"30129",30129,"A4",1647.14084507042,466.475352112676,284,"B","B","CD4"
"30130",30130,"A4",1742.42410714286,465.551339285714,448,"B","B","B"
"30131",30131,"A4",545.242424242424,467.844155844156,231,"B","B","B"
"30132",30132,"A4",935.444444444444,466.912698412698,126,"B","B","CD4"
"30133",30133,"A4",1260.24367816092,466.154022988506,435,"B","B","B"
"30134",30134,"A4",1340.71134020619,467.103092783505,97,"B","B","B"
"30135",30135,"A4",1589.01724137931,466.905172413793,116,"B","B","B"
"30136",30136,"A4",1723.31793478261,469.432065217391,368,"B","B","B"
"30137",30137,"A4",241.718146718147,468.057915057915,259,"B","B","CD4"
"30138",30138,"A4",415.692307692308,467.627218934911,169,"Unresolvable","Unresolvable","DC"
"30139",30139,"A4",1215.47783251232,468.418719211823,203,"B","B","CD4"
"30140",30140,"A4",1689.48430493274,467.582959641256,223,"B","B","B"
"30141",30141,"A4",1782.45751633987,468.130718954248,153,"B","B","B"
"30142",30142,"A4",2042.31818181818,467.831818181818,220,"B","B","CD4"
"30143",30143,"A4",488.213445378151,469.233613445378,595,"B","B","B"
"30144",30144,"A4",891.088073394495,468.073394495413,545,"B","B","B"
"30145",30145,"A4",1445.39634146341,468.893292682927,328,"B","B","B"
"30146",30146,"A4",389.504297994269,470.226361031519,349,"T","CD4","CD4"
"30147",30147,"A4",557.397590361446,471.885542168675,166,"B","B","B"
"30148",30148,"A4",610.435075885329,470.133220910624,593,"B","B","B"
"30149",30149,"A4",689.975,469.780555555556,360,"B","B","B"
"30150",30150,"A4",1095.54094827586,469.79525862069,464,"B","B","Lymphatic"
"30151",30151,"A4",1187.9335071708,469.280312907432,767,"B","B","B"
"30152",30152,"A4",1363.32710280374,470.046728971963,107,"B","B","B"
"30153",30153,"A4",1389.27118644068,470.135593220339,59,"B","B","B"
"30154",30154,"A4",1408.33695652174,469.989130434783,184,"B","B","B"
"30155",30155,"A4",150.763076923077,470.907692307692,325,"B","B","CD4"
"30156",30156,"A4",1351.93421052632,471.368421052632,228,"B","B","B"
"30157",30157,"A4",1890.01990049751,471.179104477612,201,"B","B","CD4"
"30158",30158,"A4",2005.34848484848,471.030303030303,132,"B","B","B"
"30159",30159,"A4",45.9756097560976,471.853658536585,82,"Unresolvable","Unresolvable","M1"
"30160",30160,"A4",94.6762820512821,471.679487179487,312,"B","B","B"
"30161",30161,"A4",116.486956521739,472.95652173913,230,"Endothelial","Endothelial","Endothelial"
"30162",30162,"A4",133.936241610738,471.778523489933,298,"Endothelial","Endothelial","Endothelial"
"30163",30163,"A4",912.294444444444,471.35,180,"B","B","B"
"30164",30164,"A4",1156.8845144357,471.805774278215,381,"B","B","B"
"30165",30165,"A4",1675.61290322581,470.849462365591,93,"B","B","Lymphatic"
"30166",30166,"A4",198.316326530612,472.989795918367,98,"B","B","B"
"30167",30167,"A4",1275.17479674797,473.459349593496,246,"B","B","B"
"30168",30168,"A4",1817.33962264151,474.210242587601,371,"B","B","B"
"30169",30169,"A4",1907.83098591549,472.802816901408,71,"T","CD4","CD4"
"30170",30170,"A4",836.099431818182,474.051136363636,352,"B","B","M1"
"30171",30171,"A4",1130.3422459893,474.693404634581,561,"B","B","B"
"30172",30172,"A4",1425.61271676301,473.982658959538,346,"B","B","B"
"30173",30173,"A4",1858.54562737643,474.349809885932,526,"B","B","CD4"
"30174",30174,"A4",304.046421663443,474.914893617021,517,"B","B","B"
"30175",30175,"A4",948.153571428571,475.121428571429,560,"B","B","CD4"
"30176",30176,"A4",1058.76494845361,475.068041237113,485,"B","B","B"
"30177",30177,"A4",1318.81733021077,474.665105386417,427,"B","B","B"
"30178",30178,"A4",1516.58083832335,474.976047904192,167,"Endothelial","Endothelial","Endothelial"
"30179",30179,"A4",1574.99585062241,473.539419087137,241,"Endothelial","Endothelial","Endothelial"
"30180",30180,"A4",1665.54411764706,475.167647058824,340,"B","B","B"
"30181",30181,"A4",1763.98252427184,474.436893203883,515,"B","B","B"
"30182",30182,"A4",2022.97566909976,474.919708029197,411,"B","B","CD4"
"30183",30183,"A4",169.075376884422,475.706030150754,398,"B","B","CD4"
"30184",30184,"A4",425.979381443299,475.443298969072,97,"Unresolvable","Unresolvable","DC"
"30185",30185,"A4",442.777777777778,475.877314814815,432,"T","CD4","Treg"
"30186",30186,"A4",992.073170731707,476.103658536585,164,"B","B","CD4"
"30187",30187,"A4",1929.9769874477,475.916317991632,478,"B","B","B"
"30188",30188,"A4",1948.34120734908,475.795275590551,381,"B","B","CD4"
"30189",30189,"A4",1966.71512770138,476.194499017682,509,"T","CD4","CD4"
"30190",30190,"A4",267.253968253968,477.190476190476,63,"B","B","B"
"30191",30191,"A4",637.75,476.489583333333,480,"B","B","B"
"30192",30192,"A4",1020.71247357294,476.780126849894,473,"B","B","CD4"
"30193",30193,"A4",1985.36842105263,477.240601503759,266,"B","B","CD4"
"30194",30194,"A4",78.8333333333333,478.343137254902,204,"B","B","B"
"30195",30195,"A4",185.618556701031,478.587628865979,97,"B","B","CD4"
"30196",30196,"A4",341.607407407407,478.6,270,"T","CD4","CD4"
"30197",30197,"A4",774.314285714286,477.82380952381,210,"B","B","B"
"30198",30198,"A4",855.942184154176,477.355460385439,467,"B","B","M1"
"30199",30199,"A4",1608.0679245283,477.894339622641,530,"B","B","B"
"30200",30200,"A4",1635.68098159509,477.668711656442,326,"B","B","B"
"30201",30201,"A4",6.01694915254237,479.305084745763,59,"Lymphatic","Lymphatic","Lymphatic"
"30202",30202,"A4",1484.12,479.195789473684,475,"B","B","CD4"
"30203",30203,"A4",1832.85567010309,478.979381443299,194,"B","B","DC"
"30204",30204,"A4",1998.49700598802,480.407185628743,167,"B","B","CD4"
"30205",30205,"A4",23.6813627254509,479.857715430862,499,"Lymphatic","Lymphatic","Lymphatic"
"30206",30206,"A4",562.425531914894,479.957446808511,47,"T","CD4","CD4"
"30207",30207,"A4",582.493212669683,480.179487179487,663,"B","B","B"
"30208",30208,"A4",923.674185463659,479.949874686717,399,"B","B","CD4"
"30209",30209,"A4",1287.92,480.392,250,"B","B","B"
"30210",30210,"A4",406.147757255937,481.11345646438,379,"T","CD4","CD4"
"30211",30211,"A4",460.440404040404,480.369696969697,495,"B","B","CD4"
"30212",30212,"A4",800.08,480.283076923077,650,"B","B","B"
"30213",30213,"A4",980.735849056604,481.937106918239,159,"B","B","CD4"
"30214",30214,"A4",1114.24583333333,481.75,240,"B","B","B"
"30215",30215,"A4",1588.88980716253,481.878787878788,363,"B","B","B"
"30216",30216,"A4",58.1072555205047,480.993690851735,317,"Unresolvable","Unresolvable","M1"
"30217",30217,"A4",361.623949579832,481.586134453782,476,"B","B","CD4"
"30218",30218,"A4",1398.32172131148,482.436475409836,488,"B","B","B"
"30219",30219,"A4",1711.22807017544,482.070175438596,342,"B","B","CD4"
"30220",30220,"A4",278.126550868486,482.258064516129,403,"B","B","B"
"30221",30221,"A4",508.689354275742,483.34554973822,573,"B","B","B"
"30222",30222,"A4",703.013513513514,483.073359073359,518,"B","B","B"
"30223",30223,"A4",1222.84014869888,481.940520446097,269,"B","B","B"
"30224",30224,"A4",1333.13213213213,483.057057057057,333,"B","B","B"
"30225",30225,"A4",1547.86614173228,483.104330708661,508,"Endothelial","Endothelial","Endothelial"
"30226",30226,"A4",213.238095238095,484.330827067669,399,"B","B","B"
"30227",30227,"A4",230.115606936416,483.71676300578,173,"B","B","B"
"30228",30228,"A4",321.166666666667,485.277777777778,18,"B","B","B"
"30229",30229,"A4",744.496519721578,483.589327146172,431,"B","B","B"
"30230",30230,"A4",878.298591549296,483.411267605634,355,"B","B","CD4"
"30231",30231,"A4",900.891304347826,483.875,184,"B","B","B"
"30232",30232,"A4",1458.35897435897,483.728205128205,390,"B","B","B"
"30233",30233,"A4",653.656140350877,485.231578947368,285,"B","B","B"
"30234",30234,"A4",965.093247588424,484.141479099678,311,"B","B","B"
"30235",30235,"A4",1688.56737588652,485.113475177305,423,"B","B","Lymphatic"
"30236",30236,"A4",1878.68526785714,484.412946428571,448,"B","B","B"
"30237",30237,"A4",244.692307692308,485.758241758242,273,"B","B","B"
"30238",30238,"A4",1037.14492753623,485.536231884058,207,"Endothelial","Endothelial","Endothelial"
"30239",30239,"A4",1239.15891472868,486.003875968992,258,"B","B","CD4"
"30240",30240,"A4",1734.96951219512,485.530487804878,164,"B","B","B"
"30241",30241,"A4",259.23275862069,486.650862068966,232,"B","B","B"
"30242",30242,"A4",541.731782945736,486.772093023256,645,"B","B","B"
"30243",30243,"A4",675.584670231729,486.914438502674,561,"B","B","B"
"30244",30244,"A4",1076.21797004992,487.156405990017,601,"B","B","B"
"30245",30245,"A4",2038.00373134328,486.75,268,"B","B","CD4"
"30246",30246,"A4",104.361797752809,488.067415730337,445,"Endothelial","Endothelial","Endothelial"
"30247",30247,"A4",126.65564738292,488.683195592286,363,"Endothelial","Endothelial","Endothelial"
"30248",30248,"A4",723.253355704698,487.793624161074,596,"B","B","B"
"30249",30249,"A4",1148.64161849711,490.167630057803,519,"B","B","B"
"30250",30250,"A4",1651.87066246057,486.829652996845,317,"B","B","B"
"30251",30251,"A4",1783.15522875817,488.168300653595,612,"B","B","CD4"
"30252",30252,"A4",1897.35924932976,487.820375335121,373,"B","B","B"
"30253",30253,"A4",598.959677419355,488.568548387097,248,"B","B","B"
"30254",30254,"A4",1095.66666666667,488.712643678161,174,"B","B","B"
"30255",30255,"A4",1364.71011235955,488.770786516854,445,"B","B","B"
"30256",30256,"A4",1914.00272479564,489.188010899183,367,"B","B","B"
"30257",30257,"A4",194.050480769231,489.995192307692,416,"B","B","CD4"
"30258",30258,"A4",384.253456221198,489.423963133641,434,"Unresolvable","Unresolvable","M1"
"30259",30259,"A4",621.509018036072,491.134268537074,499,"B","B","B"
"30260",30260,"A4",823.629310344828,490.229885057471,348,"B","B","B"
"30261",30261,"A4",1002.1042047532,489.504570383912,547,"B","B","CD4"
"30262",30262,"A4",1170.01398601399,489.983682983683,429,"B","B","B"
"30263",30263,"A4",1436.03504043127,490.22102425876,371,"B","B","B"
"30264",30264,"A4",1507.77197149644,489.988123515439,421,"Endothelial","Endothelial","Endothelial"
"30265",30265,"A4",1529.89784946237,488.521505376344,186,"Endothelial","Endothelial","Endothelial"
"30266",30266,"A4",291.18956043956,492.326923076923,364,"Endothelial","Endothelial","Endothelial"
"30267",30267,"A4",1259.34375,491.505208333333,576,"B","B","B"
"30268",30268,"A4",6.93518518518519,491.949074074074,216,"Lymphatic","Lymphatic","Lymphatic"
"30269",30269,"A4",1569.90322580645,490.917562724014,279,"Endothelial","Endothelial","Endothelial"
"30270",30270,"A4",1621.64233576642,491.981751824818,274,"B","B","B"
"30271",30271,"A4",47.8650306748466,491.386503067485,326,"B","B","Lymphatic"
"30272",30272,"A4",472.477653631285,491.768156424581,358,"B","B","B"
"30273",30273,"A4",565.404958677686,492.867768595041,242,"T","CD4","CD4"
"30274",30274,"A4",762.85761589404,492.73178807947,302,"B","B","B"
"30275",30275,"A4",1295.32862190813,493.049469964664,283,"B","B","B"
"30276",30276,"A4",1749.35972850679,493.194570135747,442,"B","B","CD4"
"30277",30277,"A4",1805.52566096423,493.724727838258,643,"B","B","CD4"
"30278",30278,"A4",1825.01724137931,492.439655172414,116,"Unresolvable","Unresolvable","M1"
"30279",30279,"A4",1844,493.02688172043,372,"B","B","CD4"
"30280",30280,"A4",1941.4674556213,492.804733727811,169,"B","B","B"
"30281",30281,"A4",2011.35549872123,492.95652173913,391,"B","B","B"
"30282",30282,"A4",83.3820598006645,493.621262458472,301,"B","B","CD4"
"30283",30283,"A4",148.51376146789,493.634862385321,545,"B","B","CD4"
"30284",30284,"A4",305.746031746032,493.888888888889,63,"B","B","CD4"
"30285",30285,"A4",778.896995708154,493.399141630901,233,"B","B","CD4"
"30286",30286,"A4",875.486910994764,496.806282722513,191,"B","B","CD4"
"30287",30287,"A4",1048.02846975089,494.612099644128,281,"B","B","B"
"30288",30288,"A4",1347.31806615776,494.155216284987,393,"B","B","B"
"30289",30289,"A4",1597.51041666667,494.239583333333,96,"B","B","B"
"30290",30290,"A4",425.231040564374,494.68430335097,567,"B","B","CD4"
"30291",30291,"A4",1715.53543307087,494.44094488189,127,"B","B","B"
"30292",30292,"A4",1965.86419753086,495.148148148148,81,"T","CD4","CD4"
"30293",30293,"A4",340.439425051335,501.266940451745,487,"T","CD4","CD4"
"30294",30294,"A4",958.326530612245,496.163265306122,147,"B","B","B"
"30295",30295,"A4",1766.63043478261,498.565217391304,46,"B","B","CD4"
"30296",30296,"A4",66.4738955823293,496.630522088353,249,"B","B","CD4"
"30297",30297,"A4",172.301401869159,497.161214953271,428,"T","CD8","CD8"
"30298",30298,"A4",488.078994614004,498.305206463196,557,"B","B","B"
"30299",30299,"A4",1129.65,496.65,60,"B","B","B"
"30300",30300,"A4",1311.26576576577,497.718468468468,444,"B","B","B"
"30301",30301,"A4",1656.38095238095,500.253968253968,189,"B","B","B"
"30302",30302,"A4",1927.49275362319,496.420289855072,138,"B","B","B"
"30303",30303,"A4",403.146153846154,498.103846153846,260,"T","CD4","CD4"
"30304",30304,"A4",445.635542168675,497.725903614458,332,"B","B","CD4"
"30305",30305,"A4",1226.91954022989,498.264367816092,174,"B","B","B"
"30306",30306,"A4",1478.15206185567,498.497422680412,388,"B","B","B"
"30307",30307,"A4",1634.78707224335,497.368821292776,263,"B","B","B"
"30308",30308,"A4",1987.25248508946,496.908548707753,503,"T","CD4","Treg"
"30309",30309,"A4",792.724324324324,499.659459459459,185,"B","B","B"
"30310",30310,"A4",808.322727272727,500.136363636364,220,"B","B","B"
"30311",30311,"A4",899.721682847896,499.700647249191,618,"B","B","B"
"30312",30312,"A4",1727.95633187773,499.379912663755,229,"B","B","Lymphatic"
"30313",30313,"A4",1862.94384057971,499.548913043478,552,"B","B","CD4"
"30314",30314,"A4",2030.53608247423,499.72852233677,291,"B","B","B"
"30315",30315,"A4",2045.22077922078,500.428571428571,77,"B","B","B"
"30316",30316,"A4",522.619223659889,501.475046210721,541,"B","B","B"
"30317",30317,"A4",929.614795918367,501.521683673469,784,"B","B","CD4"
"30318",30318,"A4",1022.76309794989,500.924829157175,439,"B","B","B"
"30319",30319,"A4",1113.48969072165,499.224226804124,388,"B","B","B"
"30320",30320,"A4",1204.85743380855,499.562118126273,982,"B","B","B"
"30321",30321,"A4",320.150110375276,502.613686534216,453,"B","B","CD4"
"30322",30322,"A4",973.73,501.263333333333,300,"B","B","B"
"30323",30323,"A4",1098.46987951807,502.138554216867,166,"B","B","B"
"30324",30324,"A4",1389.31446540881,501.84748427673,636,"B","B","B"
"30325",30325,"A4",1539.41228070175,502.561403508772,114,"B","B","Endothelial"
"30326",30326,"A4",1554.9037037037,501.72962962963,270,"Endothelial","Endothelial","Endothelial"
"30327",30327,"A4",1955.45194805195,502.625974025974,385,"B","B","CD4"
"30328",30328,"A4",23.3291139240506,501.696202531646,474,"Lymphatic","Lymphatic","Lymphatic"
"30329",30329,"A4",41.1951219512195,502.463414634146,123,"Lymphatic","Lymphatic","Lymphatic"
"30330",30330,"A4",838.277680140598,502.636203866432,569,"B","B","DC"
"30331",30331,"A4",1277.3883248731,503.395939086294,394,"B","B","B"
"30332",30332,"A4",1415.49469964664,502.277385159011,566,"B","B","B"
"30333",30333,"A4",1491.3313253012,502.379518072289,166,"Unresolvable","Unresolvable","M1"
"30334",30334,"A4",1604.1877394636,504.432950191571,261,"B","B","B"
"30335",30335,"A4",1892.81443298969,502.989690721649,97,"B","B","DC"
"30336",30336,"A4",208,502.846153846154,156,"B","B","B"
"30337",30337,"A4",1459.92941176471,504.821176470588,425,"B","B","DC"
"30338",30338,"A4",1672.11111111111,504.367346938775,441,"B","B","B"
"30339",30339,"A4",363.887884267631,504.74321880651,553,"B","B","B"
"30340",30340,"A4",589.097065462754,504.900677200903,443,"B","B","B"
"30341",30341,"A4",641.757978723404,505.047872340426,376,"B","B","B"
"30342",30342,"A4",678.368794326241,505.475177304965,141,"B","B","B"
"30343",30343,"A4",1038.80327868852,505.72131147541,61,"B","B","B"
"30344",30344,"A4",1237.30909090909,504.715151515151,165,"B","B","B"
"30345",30345,"A4",1582.24873096447,505.903553299492,394,"Endothelial","Endothelial","Endothelial"
"30346",30346,"A4",101.347721822542,506.812949640288,417,"B","B","CD4"
"30347",30347,"A4",243.307692307692,506.115384615385,26,"Unresolvable","Unresolvable","DC"
"30348",30348,"A4",741.754253308129,505.807183364839,529,"B","B","B"
"30349",30349,"A4",986.11214953271,506.892523364486,214,"B","B","CD4"
"30350",30350,"A4",1332.87376237624,505.799504950495,404,"B","B","B"
"30351",30351,"A4",1831.09066666667,506.365333333333,375,"B","B","B"
"30352",30352,"A4",4.20987654320988,508.382716049383,81,"Lymphatic","Lymphatic","Lymphatic"
"30353",30353,"A4",662.178512396694,508.446280991736,605,"B","B","B"
"30354",30354,"A4",1064.17708333333,507.747395833333,384,"Unresolvable","Unresolvable","M1"
"30355",30355,"A4",119.107011070111,507.357933579336,271,"Unresolvable","Unresolvable","M1"
"30356",30356,"A4",137.352078239609,510.655256723716,409,"T","CD4","CD4"
"30357",30357,"A4",161.383561643836,507.595890410959,146,"B","B","CD4"
"30358",30358,"A4",222.849918433931,508.132137030995,613,"B","B","CD4"
"30359",30359,"A4",689.361788617886,507.691056910569,246,"B","B","B"
"30360",30360,"A4",1443.10344827586,507.934482758621,290,"B","B","DC"
"30361",30361,"A4",1641.91428571429,508.234285714286,175,"B","B","B"
"30362",30362,"A4",2002.51666666667,507.6,120,"T","CD4","CD4"
"30363",30363,"A4",553.114441416894,507.411444141689,367,"B","B","B"
"30364",30364,"A4",1564.70093457944,510.299065420561,107,"Endothelial","Endothelial","Endothelial"
"30365",30365,"A4",1689.48666666667,508.873333333333,300,"B","B","CD4"
"30366",30366,"A4",1708.29964539007,508.409574468085,564,"B","B","CD4"
"30367",30367,"A4",1780.19327731092,508.978991596639,238,"T","CD4","CD4"
"30368",30368,"A4",1915.29411764706,509.415441176471,272,"Endothelial","Endothelial","Endothelial"
"30369",30369,"A4",265.206718346253,506.622739018088,387,"B","B","B"
"30370",30370,"A4",706.019064124783,509.741767764298,577,"B","B","B"
"30371",30371,"A4",1001.40692640693,509.779220779221,231,"B","B","CD4"
"30372",30372,"A4",1085.4200913242,510.600456621005,438,"B","B","B"
"30373",30373,"A4",190.848837209302,510.720930232558,516,"T","CD4","CD4"
"30374",30374,"A4",1298.19689119171,514.932642487047,193,"B","B","B"
"30375",30375,"A4",499.936599423631,512.553314121037,347,"B","B","B"
"30376",30376,"A4",609.356617647059,509.224264705882,272,"B","B","B"
"30377",30377,"A4",623.060702875399,512.198083067093,313,"B","B","B"
"30378",30378,"A4",781.794612794613,511.666666666667,297,"B","B","B"
"30379",30379,"A4",1510.4685138539,512.861460957179,397,"Endothelial","Endothelial","Endothelial"
"30380",30380,"A4",1813.46545454545,512.68,275,"Unresolvable","Unresolvable","DC"
"30381",30381,"A4",61.6590389016018,513.297482837529,437,"B","B","DC"
"30382",30382,"A4",908.507462686567,513.462686567164,67,"B","B","CD4"
"30383",30383,"A4",953.596899224806,512.656330749354,387,"B","B","B"
"30384",30384,"A4",1049.67052023121,512.491329479769,173,"B","B","DC"
"30385",30385,"A4",1363.55463917526,512.111340206186,485,"B","B","B"
"30386",30386,"A4",418.081081081081,514.594594594595,259,"T","CD4","CD4"
"30387",30387,"A4",1248.01049868766,514.157480314961,381,"B","B","CD4"
"30388",30388,"A4",1616.8850931677,513.751552795031,322,"B","B","B"
"30389",30389,"A4",1734.32804232804,513.124338624339,378,"B","B","CD4"
"30390",30390,"A4",2016.38315217391,513.978260869565,368,"B","B","CD4"
"30391",30391,"A4",282.384321223709,515.747609942639,523,"T","CD4","Treg"
"30392",30392,"A4",302.513745704467,516.036082474227,582,"B","B","CD4"
"30393",30393,"A4",400.865030674847,515.141104294479,326,"T","CD4","Treg"
"30394",30394,"A4",856.714990138067,515.330374753452,1014,"B","B","B"
"30395",30395,"A4",1288.21794871795,514.961538461538,78,"B","B","B"
"30396",30396,"A4",1316.43925233645,515.448598130841,321,"B","B","B"
"30397",30397,"A4",1934.33753148615,512.050377833753,397,"B","B","B"
"30398",30398,"A4",2038.1881533101,514.351916376307,287,"B","B","B"
"30399",30399,"A4",13.7712609970674,516.850439882698,341,"Lymphatic","Lymphatic","Lymphatic"
"30400",30400,"A4",36.8257261410788,516.344398340249,241,"Lymphatic","Lymphatic","Lymphatic"
"30401",30401,"A4",476.30223880597,515.537313432836,268,"B","B","B"
"30402",30402,"A4",759.218809980806,515.47216890595,521,"B","B","B"
"30403",30403,"A4",1530.54545454545,515.488311688312,385,"B","B","Endothelial"
"30404",30404,"A4",1758.75445816187,515.942386831276,729,"B","B","CD4"
"30405",30405,"A4",1879.68615984405,516.003898635478,513,"B","B","B"
"30406",30406,"A4",381.167322834646,514.066929133858,508,"B","B","CD4"
"30407",30407,"A4",439.435950413223,516.795454545455,484,"B","B","B"
"30408",30408,"A4",800.971354166667,516.565104166667,384,"B","B","B"
"30409",30409,"A4",1102.91986062718,516.498257839721,287,"B","B","B"
"30410",30410,"A4",84.9072978303748,517.538461538462,507,"B","B","CD4"
"30411",30411,"A4",236.604,518.32,250,"B","B","DC"
"30412",30412,"A4",532.426229508197,518.415983606557,488,"B","B","B"
"30413",30413,"A4",969.102766798419,518.616600790514,253,"B","B","B"
"30414",30414,"A4",1033.36772486772,518.62962962963,378,"B","B","CD4"
"30415",30415,"A4",1431.61744966443,517.44966442953,298,"B","B","B"
"30416",30416,"A4",1489.51310861423,518.970037453184,267,"Endothelial","Endothelial","Endothelial"
"30417",30417,"A4",1974.2345971564,517.64691943128,422,"T","CD4","CD4"
"30418",30418,"A4",824.081145584726,518.319809069212,419,"B","B","B"
"30419",30419,"A4",1846.40050377834,519.324937027708,397,"B","B","CD4"
"30420",30420,"A4",675.523489932886,520.161073825503,149,"Unresolvable","Unresolvable","DC"
"30421",30421,"A4",1013.38167938931,520.473282442748,262,"B","B","CD4"
"30422",30422,"A4",1128.86320109439,519.679890560875,731,"B","B","B"
"30423",30423,"A4",1902.47677261614,519.814180929095,409,"B","B","B"
"30424",30424,"A4",570.614525139665,519.35009310987,537,"B","B","CD4"
"30425",30425,"A4",726.081300813008,521.758807588076,369,"B","B","B"
"30426",30426,"A4",1153.52120640905,520.950047125353,1061,"B","B","B"
"30427",30427,"A4",1542.93939393939,519.737373737374,99,"B","B","Endothelial"
"30428",30428,"A4",1659.58978873239,525.903169014084,568,"B","B","B"
"30429",30429,"A4",881.52106741573,522.11797752809,712,"B","B","B"
"30430",30430,"A4",1192.61708860759,522.732594936709,632,"B","B","B"
"30431",30431,"A4",1262.5,522.396341463415,328,"B","B","CD4"
"30432",30432,"A4",1468.29777777778,520.186666666667,225,"Unresolvable","Unresolvable","M1"
"30433",30433,"A4",459.960238568588,523.214711729622,503,"B","B","B"
"30434",30434,"A4",593.628,524.024,500,"B","B","B"
"30435",30435,"A4",1595.74820143885,523.660071942446,556,"B","B","B"
"30436",30436,"A4",1626.32558139535,523.78488372093,172,"B","B","B"
"30437",30437,"A4",1678.712,524.268,250,"B","B","CD4"
"30438",30438,"A4",1993.01325757576,523.825757575758,528,"T","CD4","CD4"
"30439",30439,"A4",327.220048899756,525.339853300733,409,"B","B","CD4"
"30440",30440,"A4",689.625730994152,524.812865497076,171,"B","B","B"
"30441",30441,"A4",989.339805825243,524.754854368932,412,"B","B","CD4"
"30442",30442,"A4",1111.09933774834,525.64238410596,151,"B","B","B"
"30443",30443,"A4",1278.24216524217,524.735042735043,351,"B","B","B"
"30444",30444,"A4",1340.01775147929,524.479289940828,338,"B","B","B"
"30445",30445,"A4",115.059633027523,526.385321100917,436,"T","CD4","Treg"
"30446",30446,"A4",132.176,525.424,125,"T","CD4","CD4"
