"","Well","cellID","pos_x","pos_y","cell_Area","k10_whole","k15_whole","CX2_full"
"23782","A04",755,896,1185,201,"B","B","B"
"23783","A04",756,77,1265,437,"B","B","B"
"23784","A04",757,990,1734,518,"B","B","DC"
"23785","A04",758,693,1121,117,"B","B","B"
"23786","A04",759,1561,1869,394,"B","B","B"
"23787","A04",760,530,1969,253,"B","B","B"
"23788","A04",761,1271,1222,218,"B","B","CD4"
"23789","A04",762,461,935,541,"B","B","B"
"23790","A04",763,1303,1541,336,"B","B","B"
"23791","A04",764,666,1454,391,"B","B","CD4"
"23792","A04",765,62,2002,365,"B","B","B"
"23793","A04",766,1082,12,161,"B","B","B"
"23794","A04",767,792,104,587,"B","B","B"
"23795","A04",768,1671,885,341,"B","B","B"
"23796","A04",769,993,25,325,"B","B","B"
"23797","A04",770,724,1412,505,"B","B","B"
"23798","A04",771,31,1967,485,"B","B","B"
"23799","A04",772,201,1906,540,"B","B","DC"
"23800","A04",773,1916,208,456,"B","B","CD4"
"23801","A04",775,1745,1276,601,"B","B","DC"
"23802","A04",776,1382,1287,239,"T","CD4","CD4"
"23803","A04",777,420,421,488,"B","B","CD4"
"23804","A04",778,143,2031,244,"B","B","B"
"23805","A04",779,1529,48,661,"Neutrophil","Neutrophil","Neutrophil"
"23806","A04",780,744,188,513,"B","B","B"
"23807","A04",781,564,162,533,"B","B","DC"
"23808","A04",782,1088,443,692,"B","Lymphatic","Lymphatic"
"23809","A04",783,1630,555,376,"B","B","DC"
"23810","A04",784,110,1726,451,"B","B","B"
"23811","A04",785,541,78,435,"B","B","CD4"
"23812","A04",786,831,76,350,"B","B","B"
"23813","A04",787,210,730,313,"Unresolvable","Unresolvable","M1"
"23814","A04",788,1950,834,302,"B","B","B"
"23815","A04",789,748,604,201,"B","B","B"
"23816","A04",790,284,700,740,"B","B","B"
"23817","A04",791,1365,911,353,"B","B","B"
"23818","A04",792,1535,1407,620,"B","B","B"
"23819","A04",793,184,246,353,"B","Endothelial","Endothelial"
"23820","A04",794,1908,1152,457,"B","B","B"
"23821","A04",795,1612,427,304,"B","B","B"
"23822","A04",796,653,77,326,"B","B","DC"
"23823","A04",797,1001,1019,1113,"Unresolvable","Unresolvable","M1"
"23824","A04",798,503,1145,523,"B","CD4","CD4"
"23825","A04",799,583,791,322,"B","B","B"
"23826","A04",800,597,1471,358,"B","B","B"
"23827","A04",801,2003,397,445,"B","B","CD4"
"23828","A04",802,1939,1304,496,"B","B","B"
"23829","A04",803,1462,966,580,"B","B","B"
"23830","A04",804,806,1526,654,"B","B","B"
"23831","A04",805,1360,1261,441,"B","B","B"
"23832","A04",806,1659,2031,235,"B","B","CD4"
"23833","A04",807,1827,580,279,"B","CD4","CD4"
"23834","A04",808,36,1076,475,"B","B","B"
"23835","A04",809,978,199,578,"B","B","B"
"23836","A04",810,502,1470,634,"B","B","B"
"23837","A04",811,814,1977,481,"B","B","Endothelial"
"23838","A04",812,427,1247,288,"B","B","DC"
"23839","A04",813,1695,1330,367,"B","B","B"
"23840","A04",814,13,133,551,"Neutrophil","Neutrophil","Neutrophil"
"23841","A04",815,327,36,356,"B","B","B"
"23842","A04",816,1115,1738,497,"B","CD4","CD4"
"23843","A04",817,1724,1394,168,"B","B","B"
"23844","A04",818,587,545,739,"B","B","B"
"23845","A04",819,330,456,252,"T","CD4","CD4"
"23846","A04",820,741,1303,237,"B","B","B"
"23847","A04",821,115,821,230,"B","CD4","CD4"
"23848","A04",822,413,78,354,"B","B","B"
"23849","A04",823,201,1312,738,"B","B","B"
"23850","A04",824,229,1865,1036,"B","B","B"
"23851","A04",825,1552,278,475,"Unresolvable","Unresolvable","M1"
"23852","A04",826,1383,912,274,"B","B","B"
"23853","A04",827,321,906,459,"B","B","DC"
"23854","A04",828,711,1526,431,"B","B","B"
"23855","A04",829,1505,1213,480,"B","B","B"
"23856","A04",830,1426,1754,273,"T","CD4","CD4"
"23857","A04",831,1117,159,331,"B","B","B"
"23858","A04",832,1968,406,226,"B","B","B"
"23859","A04",833,1460,458,443,"B","B","B"
"23860","A04",834,52,1996,283,"B","B","B"
"23861","A04",835,306,491,205,"B","B","CD4"
"23862","A04",836,499,840,359,"B","B","B"
"23863","A04",837,1808,112,445,"B","B","B"
"23864","A04",838,1581,905,270,"B","B","B"
"23865","A04",839,289,1296,706,"B","B","B"
"23866","A04",840,1721,1607,375,"B","B","B"
"23867","A04",841,186,572,372,"B","B","CD4"
"23868","A04",842,1931,318,342,"B","B","B"
"23869","A04",843,231,479,444,"B","B","B"
"23870","A04",844,999,1474,876,"B","CD4","CD4"
"23871","A04",845,1337,1197,482,"B","B","B"
"23872","A04",846,1913,21,430,"B","CD4","CD4"
"23873","A04",847,1075,1856,559,"B","B","B"
"23874","A04",848,489,1957,259,"B","B","CD4"
"23875","A04",849,1100,2008,738,"B","B","B"
"23876","A04",850,1375,1909,494,"Neutrophil","Neutrophil","Neutrophil"
"23877","A04",851,1764,1372,512,"B","B","B"
"23878","A04",852,1018,713,553,"B","B","B"
"23879","A04",853,1204,1664,538,"B","B","CD4"
"23880","A04",854,150,1383,764,"B","B","B"
"23881","A04",855,184,1732,344,"B","B","B"
"23882","A04",856,202,1271,399,"B","B","B"
"23883","A04",857,844,658,341,"B","CD4","CD4"
"23884","A04",858,567,401,745,"B","B","DC"
"23885","A04",859,573,1882,334,"B","B","CD4"
"23886","A04",860,1884,386,539,"B","B","B"
"23887","A04",861,1967,1632,490,"B","B","CD4"
"23888","A04",862,1323,1203,136,"B","B","B"
"23889","A04",863,863,1524,693,"B","B","B"
"23890","A04",864,1256,1114,175,"B","CD4","CD4"
"23891","A04",865,1074,646,361,"B","B","B"
"23892","A04",866,664,1755,458,"B","B","B"
"23893","A04",867,332,744,593,"B","B","DC"
"23894","A04",868,787,1507,601,"B","B","B"
"23895","A04",869,1740,649,752,"B","B","B"
"23896","A04",870,1867,909,217,"B","B","B"
"23897","A04",871,219,568,200,"B","B","CD4"
"23898","A04",872,356,857,489,"B","B","DC"
"23899","A04",873,1661,391,403,"B","B","B"
"23900","A04",874,822,242,552,"B","CD4","CD4"
"23901","A04",875,454,1830,475,"B","B","B"
"23902","A04",876,1486,292,249,"Unresolvable","Unresolvable","M1"
"23903","A04",877,381,1984,541,"B","B","DC"
"23904","A04",878,965,1649,183,"B","B","B"
"23905","A04",879,346,13,378,"B","B","B"
"23906","A04",880,905,28,309,"B","B","B"
"23907","A04",881,698,1985,393,"B","B","B"
"23908","A04",882,812,1271,280,"B","B","B"
"23909","A04",883,130,584,356,"T","CD8","CD8"
"23910","A04",884,272,1276,367,"B","B","B"
"23911","A04",885,993,920,262,"B","B","B"
"23912","A04",886,699,1713,571,"B","B","B"
"23913","A04",887,1747,1765,543,"B","B","CD4"
"23914","A04",888,1868,808,373,"B","B","B"
"23915","A04",889,282,1523,457,"B","B","B"
"23916","A04",890,986,1944,410,"B","B","B"
"23917","A04",891,18,645,499,"B","CD4","DC"
"23918","A04",892,1793,286,337,"B","B","B"
"23919","A04",893,1822,1445,327,"B","B","CD4"
"23920","A04",894,910,469,137,"B","B","B"
"23921","A04",895,1050,1550,317,"B","B","B"
"23922","A04",896,1984,580,394,"B","B","CD4"
"23923","A04",897,49,1344,437,"B","B","B"
"23924","A04",898,2031,830,194,"T","CD4","CD4"
"23925","A04",899,1914,436,375,"B","B","CD4"
"23926","A04",900,1454,1414,251,"B","B","CD4"
"23927","A04",901,888,1215,210,"B","B","B"
"23928","A04",902,1385,527,215,"B","B","B"
"23929","A04",903,1335,983,428,"Unresolvable","Unresolvable","M1"
"23930","A04",904,536,1102,977,"B","B","B"
"23931","A04",905,895,343,273,"B","B","B"
"23932","A04",906,1857,167,328,"B","B","CD4"
"23933","A04",907,1917,1366,478,"B","B","CD4"
"23934","A04",908,212,1411,275,"B","B","B"
"23935","A04",909,1655,1897,516,"B","B","B"
"23936","A04",910,1833,963,253,"B","B","DC"
"23937","A04",911,1223,1179,382,"B","B","B"
"23938","A04",912,552,1567,202,"B","B","B"
"23939","A04",913,1378,23,629,"B","B","DC"
"23940","A04",914,60,1209,455,"B","B","B"
"23941","A04",915,571,1006,125,"B","B","B"
"23942","A04",916,374,1398,348,"B","B","B"
"23943","A04",917,416,701,368,"B","B","B"
"23944","A04",918,138,233,563,"B","B","B"
"23945","A04",919,1268,1468,289,"B","B","B"
"23946","A04",920,186,1554,445,"B","B","B"
"23947","A04",921,125,1072,208,"B","B","B"
"23948","A04",922,511,1263,451,"B","B","CD4"
"23949","A04",923,856,1655,613,"B","B","B"
"23950","A04",924,1281,1683,455,"T","CD4","CD4"
"23951","A04",925,337,156,272,"B","B","DC"
"23952","A04",926,1309,1822,263,"T","CD4","CD4"
"23953","A04",927,1919,987,370,"B","CD4","CD4"
"23954","A04",929,1647,438,152,"B","B","CD4"
"23955","A04",930,1399,432,455,"B","B","B"
"23956","A04",931,1457,1919,333,"B","B","B"
"23957","A04",932,1681,1145,280,"B","B","B"
"23958","A04",933,552,1336,412,"B","B","B"
"23959","A04",934,1871,714,289,"B","B","CD4"
"23960","A04",935,1538,1377,474,"T","CD8","CD8"
"23961","A04",936,1624,1310,365,"B","B","B"
"23962","A04",937,1136,1690,450,"B","B","B"
"23963","A04",938,1498,677,205,"T","CD4","CD4"
"23964","A04",939,204,501,194,"B","B","B"
"23965","A04",940,351,664,314,"B","B","B"
"23966","A04",941,1047,780,783,"B","B","B"
"23967","A04",942,800,1400,304,"B","CD4","CD4"
"23968","A04",943,1435,192,326,"B","B","B"
"23969","A04",944,1737,1934,476,"B","B","B"
"23970","A04",945,1573,1354,248,"B","B","B"
"23971","A04",946,1315,92,243,"B","B","B"
"23972","A04",947,217,807,594,"Neutrophil","Neutrophil","Neutrophil"
"23973","A04",948,1692,707,1101,"B","B","B"
"23974","A04",949,310,979,538,"B","B","CD4"
"23975","A04",950,632,788,128,"B","B","CD4"
"23976","A04",951,1668,502,529,"B","B","B"
"23977","A04",952,1860,214,227,"B","B","B"
"23978","A04",953,798,1037,217,"B","B","B"
"23979","A04",954,1755,1801,211,"B","B","B"
"23980","A04",955,1352,272,362,"B","B","B"
"23981","A04",956,1452,1042,438,"B","B","B"
"23982","A04",957,804,1543,211,"B","B","DC"
"23983","A04",958,1158,1831,301,"B","B","B"
"23984","A04",959,780,511,396,"B","B","B"
"23985","A04",960,1488,7,231,"T","CD8","CD8"
"23986","A04",961,1218,1102,597,"T","CD4","CD4"
"23987","A04",962,1485,829,347,"B","B","CD4"
"23988","A04",963,1785,1642,322,"B","B","B"
"23989","A04",964,1390,1152,582,"B","B","B"
"23990","A04",965,790,787,383,"B","B","B"
"23991","A04",966,1150,1708,450,"B","B","CD4"
"23992","A04",967,1859,150,331,"B","B","B"
"23993","A04",968,577,616,320,"B","B","B"
"23994","A04",969,1823,1264,245,"B","B","CD4"
"23995","A04",970,115,1326,210,"B","B","CD4"
"23996","A04",971,1373,1797,223,"B","B","CD4"
"23997","A04",972,1485,193,703,"B","B","B"
"23998","A04",973,256,1481,499,"B","B","B"
"23999","A04",974,468,1720,532,"B","B","DC"
"24000","A04",975,426,1344,450,"B","CD4","CD4"
"24001","A04",976,930,1161,76,"B","B","B"
"24002","A04",977,197,1020,904,"B","B","B"
"24003","A04",978,451,1765,536,"B","B","B"
"24004","A04",979,699,1509,243,"B","B","B"
"24005","A04",980,1269,398,354,"B","B","B"
"24006","A04",981,500,344,486,"B","B","DC"
"24007","A04",982,1794,648,549,"B","B","B"
"24008","A04",983,106,858,351,"B","B","B"
"24009","A04",984,1519,780,555,"B","B","B"
"24010","A04",985,1929,948,309,"B","B","CD4"
"24011","A04",986,1624,1344,168,"B","B","CD4"
"24012","A04",987,1843,766,393,"B","B","B"
"24013","A04",988,1306,123,422,"B","B","B"
"24014","A04",989,293,1339,528,"B","B","CD4"
"24015","A04",990,1012,1790,413,"B","B","CD4"
"24016","A04",991,1318,1251,350,"B","B","B"
"24017","A04",992,359,528,180,"B","B","Lymphatic"
"24018","A04",993,506,1224,429,"B","B","B"
"24019","A04",994,398,539,234,"B","CD4","CD4"
"24020","A04",995,1570,813,434,"B","B","CD4"
"24021","A04",996,901,481,222,"B","B","B"
"24022","A04",997,737,286,169,"B","CD4","CD4"
"24023","A04",998,317,774,200,"B","B","B"
"24024","A04",999,1841,454,752,"B","CD4","CD4"
"24025","A04",1000,925,725,372,"B","B","B"
"24026","A04",1001,1928,1926,614,"B","B","B"
"24027","A04",1002,134,1470,256,"B","B","DC"
"24028","A04",1003,1791,790,412,"B","B","B"
"24029","A04",1004,1787,975,468,"B","B","B"
"24030","A04",1005,756,306,371,"B","B","B"
"24031","A04",1006,63,1477,493,"B","B","B"
"24032","A04",1007,563,585,388,"B","B","B"
"24033","A04",1008,450,365,504,"T","CD4","CD4"
"24034","A04",1009,227,2018,307,"B","CD4","CD4"
"24035","A04",1010,1521,311,317,"B","B","B"
"24036","A04",1011,1703,855,344,"B","B","B"
"24037","A04",1012,1016,1812,447,"B","B","CD4"
"24038","A04",1013,635,1877,560,"B","B","DC"
"24039","A04",1014,86,1432,268,"B","B","B"
"24040","A04",1015,1180,337,364,"B","B","B"
"24041","A04",1016,865,658,424,"B","B","B"
"24042","A04",1017,723,314,319,"B","B","CD4"
"24043","A04",1018,1330,30,512,"B","B","B"
"24044","A04",1019,245,317,846,"B","B","B"
"24045","A04",1020,748,1948,826,"B","B","B"
"24046","A04",1021,414,1654,362,"B","B","B"
"24047","A04",1022,912,50,334,"B","B","B"
"24048","A04",1023,1917,1233,582,"B","B","CD4"
"24049","A04",1024,907,1175,208,"B","B","B"
"24050","A04",1025,233,1287,416,"B","B","B"
"24051","A04",1026,41,527,660,"B","B","Lymphatic"
"24052","A04",1027,1980,72,429,"B","Endothelial","Endothelial"
"24053","A04",1028,856,26,489,"B","B","B"
"24054","A04",1029,676,1411,414,"B","Endothelial","Endothelial"
"24055","A04",1030,936,981,537,"B","Endothelial","Endothelial"
"24056","A04",1031,1597,521,481,"B","B","B"
"24057","A04",1032,641,310,601,"B","B","B"
"24058","A04",1033,1412,423,269,"B","B","B"
"24059","A04",1034,1345,1540,699,"B","B","B"
"24060","A04",1035,279,1647,420,"B","B","DC"
"24061","A04",1036,1487,501,291,"Unresolvable","Unresolvable","M1"
"24062","A04",1037,1530,934,305,"B","B","B"
"24063","A04",1038,1004,848,333,"B","B","CD4"
"24064","A04",1039,1480,1180,239,"B","B","DC"
"24065","A04",1040,60,1043,254,"B","B","B"
"24066","A04",1041,1475,1529,594,"B","B","CD4"
"24067","A04",1042,1357,533,286,"B","B","B"
"24068","A04",1043,1619,925,398,"B","B","B"
"24069","A04",1044,1478,1424,446,"B","B","B"
"24070","A04",1045,1170,1601,665,"B","Endothelial","Endothelial"
"24071","A04",1046,255,1720,262,"B","B","DC"
"24072","A04",1047,541,1839,188,"B","B","DC"
"24073","A04",1048,44,1616,697,"B","B","B"
"24074","A04",1049,979,941,524,"B","B","B"
"24075","A04",1050,1119,1485,793,"B","CD4","CD4"
"24076","A04",1052,997,220,457,"B","B","B"
"24077","A04",1053,939,1738,216,"B","B","CD4"
"24078","A04",1054,879,1848,1129,"B","B","B"
"24079","A04",1055,640,1858,511,"B","B","B"
"24080","A04",1056,838,785,554,"B","B","CD4"
"24081","A04",1057,473,541,302,"B","Endothelial","Endothelial"
"24082","A04",1058,277,836,147,"B","B","B"
"24083","A04",1059,1773,1823,244,"B","B","B"
"24084","A04",1060,397,1794,195,"B","B","B"
"24085","A04",1061,1742,928,713,"B","B","B"
"24086","A04",1062,1730,766,668,"B","B","B"
"24087","A04",1063,1483,146,429,"T","CD8","CD8"
"24088","A04",1064,430,874,413,"B","B","CD4"
"24089","A04",1065,1325,1577,668,"B","B","B"
"24090","A04",1066,287,903,513,"B","B","B"
"24091","A04",1067,1631,1975,654,"B","B","CD4"
"24092","A04",1068,1387,1763,277,"B","B","CD4"
"24093","A04",1069,1475,1157,177,"B","B","B"
"24094","A04",1070,1380,1631,568,"T","CD4","CD4"
"24095","A04",1071,478,1607,162,"B","CD4","CD4"
"24096","A04",1072,478,1831,396,"B","B","B"
"24097","A04",1073,1354,565,499,"B","B","B"
"24098","A04",1074,76,1971,367,"B","B","DC"
"24099","A04",1075,1981,635,327,"B","B","B"
"24100","A04",1076,883,330,205,"B","B","B"
"24101","A04",1077,585,1868,413,"B","B","B"
"24102","A04",1078,1302,1854,280,"T","CD4","Treg"
"24103","A04",1079,1234,912,288,"T","CD4","CD4"
"24104","A04",1080,1267,1303,418,"B","B","DC"
"24105","A04",1081,1202,1370,300,"B","B","B"
"24106","A04",1082,1803,995,922,"B","B","M1"
"24107","A04",1083,1262,296,587,"B","B","B"
"24108","A04",1084,1813,1829,398,"B","B","B"
"24109","A04",1085,1325,1360,476,"B","B","B"
"24110","A04",1086,1771,67,243,"B","B","CD4"
"24111","A04",1087,767,442,453,"B","B","B"
"24112","A04",1088,1766,1279,633,"B","B","B"
"24113","A04",1089,532,1955,268,"B","B","CD4"
"24114","A04",1090,112,200,727,"B","B","B"
"24115","A04",1091,978,1112,283,"B","B","B"
"24116","A04",1092,1048,599,621,"B","B","Lymphatic"
"24117","A04",1093,850,1985,462,"B","B","B"
"24118","A04",1094,1857,634,222,"B","B","B"
"24119","A04",1095,1867,589,903,"B","CD4","CD4"
"24120","A04",1096,1448,1020,598,"B","B","B"
"24121","A04",1097,1377,2025,746,"B","B","CD4"
"24122","A04",1098,1523,1994,850,"B","B","B"
"24123","A04",1099,1183,1520,439,"B","B","B"
"24124","A04",1100,1805,1606,226,"B","CD4","CD4"
"24125","A04",1101,585,1001,346,"B","B","B"
"24126","A04",1102,969,294,224,"B","CD4","CD4"
"24127","A04",1103,1776,960,132,"B","B","B"
"24128","A04",1104,1502,488,400,"B","Endothelial","Endothelial"
"24129","A04",1105,279,243,358,"B","B","B"
"24130","A04",1106,1644,1045,319,"B","B","CD4"
"24131","A04",1107,1615,34,578,"B","B","B"
"24132","A04",1109,544,1352,447,"B","B","B"
"24133","A04",1110,1219,118,323,"B","CD4","CD4"
"24134","A04",1111,1016,1892,436,"B","B","B"
"24135","A04",1112,775,677,303,"B","B","CD4"
"24136","A04",1113,687,602,373,"B","B","B"
"24137","A04",1114,1530,673,177,"T","CD4","CD4"
"24138","A04",1115,2021,178,543,"B","B","B"
"24139","A04",1116,1651,1676,603,"B","B","B"
"24140","A04",1117,1497,104,333,"B","B","B"
"24141","A04",1118,1759,919,451,"B","B","B"
"24142","A04",1119,1594,726,333,"B","CD4","CD4"
"24143","A04",1120,631,1212,290,"B","B","B"
"24144","A04",1121,1082,1882,394,"B","B","B"
"24145","A04",1122,69,1917,547,"Unresolvable","Unresolvable","M1"
"24146","A04",1123,1451,1757,367,"T","CD4","CD4"
"24147","A04",1125,209,1589,610,"B","B","B"
"24148","A04",1126,698,1958,395,"T","CD8","CD8"
"24149","A04",1127,2004,1996,166,"B","CD4","CD4"
"24150","A04",1128,819,321,132,"B","B","B"
"24151","A04",1129,201,634,283,"T","CD4","CD4"
"24152","A04",1130,132,1119,298,"B","B","B"
"24153","A04",1131,178,1074,384,"Unresolvable","Unresolvable","M1"
"24154","A04",1132,216,875,252,"B","B","CD4"
"24155","A04",1133,1291,1663,508,"B","B","CD4"
"24156","A04",1134,712,1571,565,"B","B","B"
"24157","A04",1135,428,1667,303,"B","B","B"
"24158","A04",1136,124,324,207,"B","B","B"
"24159","A04",1137,1443,127,433,"B","B","B"
"24160","A04",1138,434,829,304,"B","B","DC"
"24161","A04",1139,467,340,328,"B","B","CD4"
"24162","A04",1140,1194,697,560,"Endothelial","Endothelial","B"
"24163","A04",1141,900,761,448,"B","B","Lymphatic"
"24164","A04",1142,482,93,325,"Endothelial","Unresolvable","Endothelial"
"24165","A04",1143,168,474,567,"B","B","CD4"
"24166","A04",1144,241,1262,354,"B","B","CD4"
"24167","A04",1145,1447,1173,379,"B","B","B"
"24168","A04",1146,1420,1053,220,"B","B","B"
"24169","A04",1147,1478,1960,398,"B","B","CD4"
"24170","A04",1148,1543,1761,497,"T","CD4","CD4"
"24171","A04",1149,1647,829,730,"B","B","B"
"24172","A04",1150,1069,1119,462,"B","B","B"
"24173","A04",1151,779,1966,432,"B","B","B"
"24174","A04",1152,1191,300,491,"B","B","B"
"24175","A04",1153,312,133,249,"B","B","B"
"24176","A04",1154,983,1165,176,"B","B","CD4"
"24177","A04",1155,1835,1511,211,"B","B","B"
"24178","A04",1156,336,1090,278,"B","B","B"
"24179","A04",1157,191,1755,165,"B","B","DC"
"24180","A04",1158,1086,1834,634,"B","B","B"
"24181","A04",1159,1248,386,204,"B","B","B"
"24182","A04",1160,1308,276,359,"B","B","B"
"24183","A04",1161,1733,1099,529,"B","B","B"
"24184","A04",1162,1572,475,566,"B","Endothelial","Endothelial"
"24185","A04",1163,348,1346,603,"Unresolvable","Unresolvable","M1"
"24186","A04",1164,565,511,729,"B","B","B"
"24187","A04",1165,912,1649,966,"B","B","B"
"24188","A04",1166,765,599,272,"B","B","B"
"24189","A04",1167,1956,1863,671,"B","B","B"
"24190","A04",1168,1934,798,502,"B","B","CD4"
"24191","A04",1169,1633,23,398,"B","B","B"
"24192","A04",1170,52,708,322,"B","B","B"
"24193","A04",1171,1704,1060,901,"B","B","B"
"24194","A04",1172,133,1991,550,"B","B","B"
"24195","A04",1173,1884,334,296,"B","B","CD4"
"24196","A04",1174,154,1843,665,"B","B","B"
"24197","A04",1175,1341,1432,580,"B","B","CD4"
"24198","A04",1176,1012,1057,731,"B","B","B"
"24199","A04",1177,303,1522,303,"B","B","B"
"24200","A04",1178,1235,848,244,"B","B","DC"
"24201","A04",1179,1379,334,367,"B","B","B"
"24202","A04",1180,1358,154,859,"B","B","B"
"24203","A04",1181,1471,657,519,"B","B","B"
"24204","A04",1182,1757,1418,892,"B","B","CD4"
"24205","A04",1183,316,762,282,"B","B","B"
"24206","A04",1184,1045,754,315,"B","B","DC"
"24207","A04",1185,1326,603,486,"B","B","B"
"24208","A04",1186,937,1402,454,"B","B","CD4"
"24209","A04",1187,1237,1786,371,"B","B","CD4"
"24210","A04",1188,1593,2000,774,"B","B","CD4"
"24211","A04",1189,1628,369,526,"B","B","B"
"24212","A04",1190,1966,424,597,"B","B","CD4"
"24213","A04",1191,1528,124,981,"B","B","B"
"24214","A04",1192,49,774,400,"B","B","B"
"24215","A04",1193,1555,1224,337,"B","B","CD4"
"24216","A04",1194,869,1081,241,"B","B","B"
"24217","A04",1195,466,1598,271,"B","CD4","CD4"
"24218","A04",1196,1639,1341,459,"B","B","B"
"24219","A04",1197,1770,110,774,"B","B","CD4"
"24220","A04",1198,231,659,384,"B","B","B"
"24221","A04",1199,1312,1150,504,"B","B","B"
"24222","A04",1200,1712,958,641,"B","B","B"
"24223","A04",1201,1602,753,604,"B","B","B"
"24224","A04",1202,919,1867,1361,"B","B","B"
"24225","A04",1203,1483,1345,842,"B","B","B"
"24226","A04",1204,1396,882,563,"B","B","B"
"24227","A04",1205,469,886,1007,"B","B","B"
"24228","A04",1206,592,1272,824,"B","B","B"
"24229","A04",1207,1069,109,226,"B","B","B"
"24230","A04",1208,476,115,280,"B","B","B"
"24231","A04",1209,207,1754,175,"B","CD4","CD4"
"24232","A04",1210,510,26,519,"B","B","B"
"24233","A04",1211,1165,1632,736,"B","B","B"
"24234","A04",1212,260,271,357,"B","B","DC"
"24235","A04",1213,722,1977,456,"B","B","B"
"24236","A04",1214,514,876,303,"B","CD4","CD4"
"24237","A04",1215,1566,1572,273,"B","B","CD4"
"24238","A04",1216,94,813,534,"B","B","B"
"24239","A04",1217,151,1311,319,"B","B","CD4"
"24240","A04",1218,1412,1244,602,"B","B","CD4"
"24241","A04",1219,1533,860,504,"B","B","DC"
"24242","A04",1220,227,1828,738,"B","B","CD4"
"24243","A04",1221,1958,627,538,"B","B","CD4"
"24244","A04",1222,844,1499,894,"B","B","B"
"24245","A04",1223,1446,926,348,"B","B","B"
"24246","A04",1224,1572,980,627,"B","B","CD4"
"24247","A04",1225,1698,1496,348,"B","B","CD4"
"24248","A04",1226,252,876,485,"B","B","B"
"24249","A04",1227,931,1141,455,"B","B","B"
"24250","A04",1228,692,304,364,"B","B","B"
"24251","A04",1229,1372,1885,273,"Neutrophil","Neutrophil","Neutrophil"
"24252","A04",1230,2033,324,420,"B","B","B"
"24253","A04",1231,994,1928,384,"B","B","B"
"24254","A04",1232,896,1088,281,"B","B","B"
"24255","A04",1233,1706,58,453,"B","CD4","CD4"
"24256","A04",1234,1316,1893,416,"B","B","CD4"
"24257","A04",1235,189,847,548,"Neutrophil","Neutrophil","Neutrophil"
"24258","A04",1236,1796,95,192,"B","B","B"
"24259","A04",1237,1167,206,675,"B","CD4","CD4"
"24260","A04",1238,1689,875,364,"B","B","B"
"24261","A04",1239,184,1426,601,"B","B","B"
"24262","A04",1240,587,1708,416,"B","B","B"
"24263","A04",1241,40,2015,657,"B","B","B"
"24264","A04",1242,1301,1027,484,"B","CD4","CD4"
"24265","A04",1243,578,479,865,"B","B","B"
"24266","A04",1244,357,928,475,"B","B","B"
"24267","A04",1245,1599,2023,547,"B","B","CD4"
"24268","A04",1246,1392,9,271,"B","B","B"
"24269","A04",1247,1914,555,437,"B","B","B"
"24270","A04",1248,1412,960,461,"Endothelial","Endothelial","B"
"24271","A04",1249,1205,686,348,"B","B","DC"
"24272","A04",1250,1504,798,579,"B","B","CD4"
"24273","A04",1251,1393,946,476,"Endothelial","Endothelial","Endothelial"
"24274","A04",1252,1756,1251,554,"B","B","B"
"24275","A04",1253,270,284,519,"B","B","DC"
"24276","A04",1254,1941,1730,442,"B","B","B"
"24277","A04",1255,824,65,312,"B","B","B"
"24278","A04",1256,950,1993,769,"B","B","B"
"24279","A04",1257,1634,277,377,"B","B","CD4"
"24280","A04",1258,1487,1296,301,"B","B","B"
"24281","A04",1259,1449,1945,169,"B","B","CD4"
"24282","A04",1260,1831,1830,491,"B","B","B"
"24283","A04",1261,696,848,787,"B","B","CD4"
"24284","A04",1262,798,1565,337,"B","B","B"
"24285","A04",1263,1201,109,319,"B","B","B"
"24286","A04",1264,1603,1977,700,"B","B","B"
"24287","A04",1265,1743,1620,213,"B","B","B"
"24288","A04",1266,1189,936,565,"B","B","B"
"24289","A04",1267,1599,1942,571,"B","B","CD4"
"24290","A04",1268,1284,1576,265,"B","B","DC"
"24291","A04",1269,1426,1868,433,"B","Endothelial","Endothelial"
"24292","A04",1270,1366,783,705,"B","B","B"
"24293","A04",1271,1300,367,700,"B","B","DC"
"24294","A04",1272,941,146,307,"B","B","CD4"
"24295","A04",1273,1044,1333,243,"B","B","B"
"24296","A04",1274,1573,669,293,"B","B","DC"
"24297","A04",1275,1624,1460,269,"B","B","CD4"
"24298","A04",1276,1587,1448,429,"B","B","B"
"24299","A04",1277,211,841,512,"Neutrophil","Neutrophil","Neutrophil"
"24300","A04",1278,1300,1057,452,"B","B","B"
"24301","A04",1279,882,644,322,"B","B","CD4"
"24302","A04",1281,12,1979,170,"B","B","B"
"24303","A04",1282,385,1179,987,"B","B","B"
"24304","A04",1283,136,701,212,"B","B","B"
"24305","A04",1284,908,1079,186,"B","B","DC"
"24306","A04",1285,296,1530,175,"B","B","B"
"24307","A04",1286,805,121,340,"B","B","B"
"24308","A04",1287,1571,1076,369,"B","B","DC"
"24309","A04",1288,68,1725,301,"B","B","B"
"24310","A04",1289,1378,401,340,"B","B","B"
"24311","A04",1290,1241,1326,387,"B","B","B"
"24312","A04",1291,329,1005,684,"B","B","B"
"24313","A04",1292,1821,1957,405,"B","B","CD4"
"24314","A04",1293,816,1717,781,"B","B","B"
"24315","A04",1294,175,551,510,"B","B","B"
"24316","A04",1295,797,1260,552,"B","B","B"
"24317","A04",1296,338,498,560,"B","B","CD4"
